,Environment_2019,Decent_Home_2019,Finance_Secure_2019,Connections_2019,Safety_2019,CSScode,PriceDiff_2019,Healthy_2019,Employment_2019
0,-0.6953397634716189,-0.657020677173357,-1.9622251698443913,-2.035919370300259,-0.41469810982561955,E09000002,1.4052494109814997,-1.502219619214446,-1.8649661931214407
1,-0.2070413161060136,-0.12589860172576142,-0.300919391553792,-0.0911605688194146,1.0597840584434421,E09000003,-0.4742404761749249,-1.502219619214446,-0.3190780023408949
2,-0.24033439206275917,-1.3176847222423151,0.5604984194117022,-2.035919370300259,1.0597840584434421,E09000004,-0.20841620926634627,-0.5492079890655713,0.1007928642908591
3,0.38113635912983074,1.2213378823364283,-1.3161618116202674,-0.5773502691896258,-0.04607756775836725,E09000005,-0.9160329197694759,1.3848450250600841,-1.406925247704984
4,-0.9838797550967509,0.34045248891115004,1.2680916212762152,0.3950291315507966,1.0597840584434421,E09000006,-0.062400062654610164,-0.2128509431306742,1.074129873300832
5,0.21467097934610135,-0.3720283440063547,0.6220282630520956,0.6381239817359022,-1.1519391939601766,E09000007,0.7687687719046087,-0.15679143547485735,0.8260243612002509
6,-0.850707451269767,0.10727694359269432,-0.39321415701437984,-0.0911605688194146,-0.04607756775836725,E09000008,0.038688038845857885,-0.2128509431306742,-0.03280241145560845
7,0.3922340511154129,-1.771081615917091,1.1450319339954327,-0.3342554190045202,0.32254297430888507,E09000009,-0.04742404761749517,-0.4931484814097545,-1.0061394204655814
8,-1.405592050548865,0.32749829194901436,0.37590888849052645,-1.7928245201151538,0.6911635163761898,E09000010,0.20716820801325994,-1.390100603902812,-1.7122858779826218
9,1.1135840301782403,0.36636088283542334,-0.9777476715981104,0.151934281365691,-0.41469810982561955,E09000011,1.468897474889187,-0.5492079890655713,0.1389629430755645
10,1.4909055576880268,-0.5533871014762658,0.2220842793895452,0.3950291315507966,-0.7833186518929243,E09000012,1.7496977568348613,-0.26891045078649106,-0.2045677659867787
11,0.6918717347261261,-1.0197381921131772,1.5757408394781778,-0.3342554190045202,-0.7833186518929243,E09000013,0.3606723621435726,1.1886367482647273,1.5894259368943482
12,-1.194735902822808,-0.916104616416086,-0.7008633752163423,-1.7928245201151538,-0.7833186518929243,E09000014,0.21840021929108333,-1.2219220809353657,-0.8343740659344111
13,-0.21813900809159492,0.34045248891115004,1.3296214649166085,-0.5773502691896258,1.4284046005107467,E09000015,-1.1369291415667289,0.7681904408461068,-0.2427378447714841
14,-1.4499828184911927,0.3922692767596966,1.6065057612983766,-1.3066348197449427,0.6911635163761898,E09000016,-0.15225615287719735,-0.12876168164695093,-0.10914256902501654
15,-0.21813900809159492,-1.214051146545224,0.2528492012097397,-1.0635399695598369,0.32254297430888507,E09000017,-0.021216021302569752,0.7681904408461068,-0.7007787901879435
16,0.6807740427405432,0.05546015574414778,-0.8854529061375225,-0.0911605688194146,-0.04607756775836725,E09000018,1.3640653696294658,0.5719821640507498,-1.082479578034992
17,0.026010215591207718,0.5995364281538791,0.31437904485013307,0.8812188319210078,-0.7833186518929243,E09000019,-0.40310440474869935,0.7962201946740133,1.3031503460090617
18,-0.506678999716726,-1.3176847222423151,-0.1163298606326162,1.6105033824763246,-0.41469810982561955,E09000020,-3.420771434724924,-1.1658625732795487,1.0168747551237751
19,-0.8950982192120946,1.9079103213296598,2.006449744960927,0.8812188319210078,0.32254297430888507,E09000021,-0.25708825813693137,1.0204582252972767,0.845109400592605
20,-0.06277132029344765,0.10727694359269432,0.4989685757713089,1.1243136821061135,-0.7833186518929243,E09000022,0.42057642229196834,-1.3340410962469953,0.2916432582143834
21,0.15918251941819156,0.029551761819874515,0.31437904485013307,0.6381239817359022,-0.41469810982561955,E09000023,0.41308841477343006,-0.5492079890655713,-0.29999296294854083
22,-0.8174143753130214,1.558147003351977,-1.5007513425414476,0.8812188319210078,1.0597840584434421,E09000024,0.06489606516077702,1.3287855174042673,-0.051887450847959794
23,0.9360209584089287,-0.26839476830926345,-0.4855089224749721,0.8812188319210078,-0.41469810982561955,E09000025,1.5624975688710656,-0.8014757735167412,-1.8840512325137948
24,-0.4622882317743984,1.3249714580335195,-1.193102124339485,-0.0911605688194146,0.6911635163761898,E09000026,-0.7101127130092927,-0.3810294660981208,-0.3190780023408949
25,-1.20583359480839,1.5192844124655662,0.31437904485013307,0.6381239817359022,1.4284046005107467,E09000027,0.5254085275516832,1.104547486781,1.6275960156790534
26,2.0901809249094523,-0.657020677173357,-0.7623932188567357,1.1243136821061135,-0.7833186518929243,E09000028,0.2745602756802259,-0.8855650350004685,0.6542590066690807
27,0.15918251941819156,1.3897424428442018,1.021972246714646,0.3950291315507966,1.0597840584434421,E09000029,-0.298272299488959,1.4689342865438075,0.0626227855061537
28,2.9779962837560094,-2.094936539970502,-1.3469267334404664,0.8812188319210078,-0.41469810982561955,E09000030,-0.1634881641550399,1.9174103477903344,1.0359597945161292
29,-1.061563598995824,0.7808951856237901,-0.6700984533961479,-1.0635399695598369,0.32254297430888507,E09000031,-0.5491205513604419,-0.8855650350004685,-0.9488843022885246
30,0.5143086629568138,0.6902158068888345,0.09902459210875844,1.1243136821061135,0.6911635163761898,E09000032,0.10233610275353243,1.1886367482647273,1.6085109762867023
31,0.6474809667837976,-0.7736084498325839,-0.916217827957717,0.6381239817359022,-3.7322829884310997,E09000033,-2.166530175367567,0.6841011793623796,0.845109400592605
