,Connections_2022,Decent_Home_2022,Safety_2022,Finance_Secure_2022,Healthy_2022,PriceDiff_2022,CSScode,Environment_2022,Employment_2022
0,-3.1286338095985458,1.2841045397582678,-0.39073124321882635,0.10685368550709909,-0.4315810956673378,2.3627344844747236,E09000002,-0.29441185700994743,-0.5293412098065918
1,0.749109503706694,0.5126171842592857,0.960987652240935,-1.109836132291546,-1.3018377707664068,0.6067373485998808,E09000003,-1.025171597559698,0.27488045019630103
2,-2.423589570815775,-0.8085549120327215,0.6230579283760066,0.14880850681050126,-1.1504887837926534,1.802947921235684,E09000004,-1.025171597559698,0.27488045019630103
3,0.044065264923923174,-0.12385988402737401,-0.05280151935389805,-0.45953640208882274,-0.39374384892389674,-0.03635078654973362,E09000005,0.8748037278696533,-2.5147634329387296
4,-0.6609789738588476,0.801924942571404,0.960987652240935,1.4494079672159477,0.24948934571454753,0.8932947559722516,E09000006,-1.1488386305758098,0.6267274264475677
5,0.749109503706694,-2.091152640549779,-0.7286609670838027,0.5893341304962165,-0.9991397968189053,-1.4024965658830892,E09000007,0.6724394920251073,1.0288382564490124
6,-0.30845685446746224,0.00150681124121032,-0.39073124321882635,-0.18683006361671312,-0.015371381489518395,0.6600503546226433,E09000008,-0.6991403286990402,-0.1774942335553251
7,-0.30845685446746224,-2.4286783585805836,0.28512820451103027,0.7151985944064201,1.4602812415045539,-0.709427487587132,E09000009,-0.08080516361848203,-0.7555285516824031
8,-0.30845685446746224,0.040081179016158604,-0.05280151935389805,-0.3546493488303188,-1.1126515370492178,0.3501685071153281,E09000010,-1.564809559811821,-1.534618284810207
9,-0.6609789738588476,0.20402224205969258,-0.7286609670838027,-1.256678006853452,-1.5288612512270319,-0.019690472167606155,E09000011,0.7061668646658648,-0.278021941055688
10,1.1016316230980794,0.48368640842807414,-0.7286609670838027,0.19076332811390045,-0.6964418228714037,0.32017994122751003,E09000012,1.257047284464908,-0.026702672304784243
11,0.044065264923923174,-1.4450319803193812,-0.39073124321882635,-0.5854008659990263,-0.35590660218046105,-2.285493228135146,E09000013,-0.05832024852464324,1.430949086450457
12,-0.6609789738588476,1.1394506606022088,-0.39073124321882635,-2.137729254224886,-0.9234653033320286,-0.8793626942847186,E09000014,0.03161941185071036,-1.0319797473083994
13,-0.6609789738588476,1.043014741164836,1.2989173761059112,0.924972700923428,1.4981184882479897,0.6867068576340188,E09000015,-0.9352319371843436,-0.9314520398080365
14,-1.013501093250233,0.416181264821913,0.6230579283760066,1.0088823435302323,0.5900245664054848,1.5963600228974624,E09000016,-1.0926263428412135,0.852914768323379
15,0.044065264923923174,-1.165367813951001,0.6230579283760066,0.9459501115751305,0.022465865253917288,0.23021424356410128,E09000017,-0.5305034654952516,0.35027623082157144
16,0.749109503706694,-0.48067278594565355,0.28512820451103027,-2.725096752472507,-1.074814290305782,-0.6927671732050217,E09000018,0.17777135996066173,-0.7052646979322252
17,0.3965873843153086,-0.04671114847747607,-0.7286609670838027,1.0298597541819319,-0.4315810956673378,-1.0826185297464974,E09000019,0.8185914401350571,1.5063448670757311
18,0.749109503706694,0.8887172700650401,-0.39073124321882635,1.2606112713506423,-1.2640005240229713,1.3597835586714457,E09000020,0.17777135996066173,0.4005400845717529
19,1.1016316230980794,-0.008136780702527779,0.6230579283760066,0.8200856476649241,0.8548852936095507,0.18023330041776434,E09000021,-0.7103827862459587,-0.4539454291813214
20,-0.30845685446746224,0.35831971315948985,-1.066590690948731,-0.9839716683813424,1.1575832675570523,-1.362511811366023,E09000022,0.05410432694454995,0.8780466951984716
21,0.749109503706694,0.36796330510322656,-0.05280151935389805,-1.151790953594948,1.4981184882479897,-0.8160534996326739,E09000023,0.13280152977298415,0.22461659644611956
22,0.3965873843153086,0.9851531895024128,0.960987652240935,-0.7112653299092327,1.4981184882479897,-0.9293436374310384,E09000024,-0.14825990889999682,-0.956583966683129
23,-0.30845685446746224,-1.0496447106261535,-0.39073124321882635,-0.8581072044711389,1.4602812415045539,0.22688218068768146,E09000025,1.5605936382317278,-1.7608056266860181
24,1.1016316230980794,-0.4228112342832304,0.6230579283760066,0.4005374346309083,0.8927225403529918,-0.0996599812017665,E09000026,-1.3062330362326788,-1.0319797473083994
25,1.8066758618808503,1.5444815222391746,1.6368470999708395,1.071814575485334,1.2332577610439237,0.07360728837223378,E09000027,-1.0701414277473749,1.4560810133255495
26,-0.30845685446746224,-1.6379038191941266,-0.39073124321882635,0.2746729707207048,-0.5072555891542092,-0.12298442133673394,E09000028,1.020955675979604,0.4005400845717529
27,-0.30845685446746224,0.6090531036966584,0.960987652240935,0.9039952902717284,-0.8856280565885929,1.2131727921088433,E09000029,-0.5192610079483322,-0.3534177216809585
28,-0.6609789738588476,-0.16243425180232365,-0.39073124321882635,-0.5644234553473266,1.2332577610439237,-1.1259353471400062,E09000030,3.201992440081936,0.6015954995724753
29,0.3965873843153086,0.6090531036966584,0.6230579283760066,-0.29171711687521706,-1.0369770435623409,0.20688980342913987,E09000031,-0.3056543145568668,-0.10209845293005466
30,1.4541537424894648,1.4480456028018018,0.28512820451103027,0.6312889517996187,-0.015371381489518395,-0.9393398260603206,E09000032,0.9085311005104115,1.6320045014511828
31,0.3965873843153086,-0.8664164636951446,-4.1079582057332775,0.9039952902717284,0.4765128261751724,-0.3528967598098884,E09000033,0.9197735580573309,1.2047617445746457
