,Decent_Home_2020,PriceDiff_2020,Connections_2020,Employment_2020,Healthy_2020,Finance_Secure_2020,CSScode,Environment_2020,Safety_2020
0,-0.0956520955279445,-0.5162446797150428,-3.613706922066113,-2.304341075577864,-2.151245976190267,-1.2300900058076167,E09000002,-0.5121589471946804,-0.4955237977347812
1,0.4243407635583318,-0.8199073474358545,0.639202100050223,-0.49989692291199533,-0.13731357294831278,-0.7497465738673265,E09000003,-0.10157640915134511,1.2663385942111076
2,-1.0056395989289273,-0.21258201199421659,-0.5759147634115871,-0.6823688035186573,0.38578575256907405,0.5143150891334335,E09000004,-0.9341465557392196,0.561593637432742
3,0.3770686854595788,-0.058612208642791805,0.234163145562953,-1.4528056327467798,1.1181248082934236,-0.8255902736473714,E09000005,0.0809047188679151,0.20922115904353422
4,0.8616074859717895,-1.6496335099406194,-0.5759147634115871,0.9598781219412912,0.6211804490519013,1.4244394864939793,E09000006,-1.1052226132572758,0.9139661158218998
5,-2.577436195712442,-2.2868974182561654,0.031643668319317975,0.5746597073272285,-0.8958075949485306,0.6912837219535406,E09000007,0.4116517634028238,-0.847896276123989
6,0.21161641211394497,0.23649658111404612,0.234163145562953,-0.49989692291199533,0.7258003141553808,-0.2946843751870536,E09000008,-0.5577792291994952,-0.1431513193456235
7,-2.187441551397735,-0.529075496660967,0.234163145562953,-0.5607208831142151,0.15039105608625053,0.6154400221734921,E09000009,-0.0787662681489381,0.20922115904353422
8,0.3297966073608258,-0.8712306152196457,-0.9809537178988572,-1.4933549395482606,-2.805120133087009,-0.016590809326887848,E09000010,-1.2991088117777392,0.20922115904353422
9,0.3297966073608258,-1.067969808390888,-0.7784342406552222,-0.5607208831142151,0.4380956851208138,-0.9014339734274198,E09000011,1.7460450120436624,-0.4955237977347812
10,0.4597948221323957,1.5837323604388633,-0.3733952861679521,-0.033579894694974036,-0.6342579321898353,0.4131901560933713,E09000012,1.3924878265063467,-0.847896276123989
11,-0.47382872031796347,-0.747199384742129,0.43668262280658804,1.6289416841657134,0.673490381603641,1.3485957867139344,E09000013,0.29760105839078627,-0.4955237977347812
12,0.6725191735767808,0.11674228961851621,-0.5759147634115871,-0.9662139511290166,0.7781102467071169,-1.6345897379678584,E09000014,-1.2192733182693134,-0.4955237977347812
13,1.4997805403049467,-0.8797844931836122,0.031643668319317975,-0.1957771219008941,-0.11115860667244475,1.4244394864939793,E09000015,-0.591994440703107,1.2663385942111076
14,0.306160568311451,-0.3451671204356998,-2.1960705813606674,0.25026525291538826,1.458139369879727,1.1463459206338136,E09000016,-1.2192733182693134,0.561593637432742
15,-1.371998204194257,-0.5675679474988049,-0.7784342406552222,-0.23632642870237486,-0.3203983368794002,0.16037782349321927,E09000017,-0.5349690881970882,0.20922115904353422
16,-0.698371091287036,0.014095754050919139,0.234163145562953,-0.6012701899156958,0.9350400443623363,-2.620557835108453,E09000018,-0.010335845141715415,0.20922115904353422
17,-1.537450477539891,1.0063455978710898,1.0442410545374932,1.2437232695516507,0.09808112353451444,0.9440960545536926,E09000019,1.3012472624967162,-0.847896276123989
18,-0.21383229077482532,1.9087797230695875,1.0442410545374932,0.9396034685405493,-0.3465533031552683,0.5901587889134784,E09000020,-0.44372852418745773,-0.4955237977347812
19,0.9679696616939829,-1.0551389914449347,0.8417215772938581,0.8382302015368489,0.41194071884494576,1.4750019530140104,E09000021,-0.7972857097247742,0.561593637432742
20,-0.1547421931513849,0.9336376351773715,0.8417215772938581,0.8990541617390715,-0.16346853922418084,0.3373464563133264,E09000022,0.5142973979136581,-0.847896276123989
21,0.21161641211394497,0.6812982352403438,0.639202100050223,-0.0944038548971937,-0.05884867412070495,0.03397165719314327,E09000023,-0.044551056645326347,-0.4955237977347812
22,1.1925120326630572,0.813883343681827,1.0442410545374932,-0.29715038890459455,1.1181248082934236,-1.6093085047078448,E09000024,-0.6718299342115328,0.9139661158218998
23,-0.5801908960401552,-0.024396696786911073,0.234163145562953,-1.270333752140118,-1.6543016169487483,-0.21884067540700872,E09000025,0.8792596539521778,-0.1431513193456235
24,1.0861498569408636,0.37763556751951033,-1.3859926723861273,-0.4390729627097757,-0.11115860667244475,-0.6739028740872816,E09000026,-0.614804581705514,0.9139661158218998
25,1.8661391455702765,1.3185621435558825,0.8417215772938581,1.8925121783753338,1.458139369879727,0.7165649552135543,E09000027,-1.0253871197488493,1.6187110726002654
26,-1.3956342432436335,-0.0799969035527188,0.639202100050223,0.14889198591168787,-0.2680884043276604,-0.19355944214699136,E09000028,1.118766134477456,-0.4955237977347812
27,0.6370651150027169,-0.37938263229156527,0.8417215772938581,-0.1957771219008941,-0.24193343805179238,0.8935335880336615,E09000029,-0.3410828896766241,0.9139661158218998
28,-0.21383229077482532,1.8873950281596896,0.031643668319317975,0.3516385199190887,0.7519552804312489,-1.1542463060275718,E09000030,3.2629193887037626,-0.4955237977347812
29,0.3297966073608258,1.4896397028352182,0.43668262280658804,-0.6012701899156958,-1.758921482052224,-0.9267152066874336,E09000031,-0.22703218466458655,0.561593637432742
30,0.4125227440336427,0.7368984420061365,0.43668262280658804,1.8722375249745948,1.039659909465812,-0.04187204258690161,E09000032,0.22917063538356355,0.561593637432742
31,0.3297966073608258,-1.1748932829404792,0.8417215772938581,1.3856458433568317,-0.5034831008104876,0.36262768957334013,E09000033,1.095955993475049,-4.019248581626559
