,Decent_Home_2018,Environment_2018,Connections_2018,Healthy_2018,Finance_Secure_2018,Employment_2018,CSScode,Safety_2018,PriceDiff_2018
0,-1.0348157042134851,-0.10119887247769338,-1.5367362617907225,-0.5965959105708457,-1.3801696131206185,-1.5994953773848697,E09000002,-0.3971379519157144,1.8680305512073865
1,-0.5956895705388052,-0.14155231695478052,-0.18328047158971922,0.8475091679667556,-0.6047707375707729,-0.2723737748454958,E09000003,1.4183498282704086,-0.33466568045270423
2,-0.5956895705388052,-0.41393806717511444,-1.9878881918577238,-0.04783598072655558,0.655252435197725,-0.5055167590753876,E09000004,1.055252272233153,1.504320041712504
3,0.3125031150156449,0.28215885005462876,-0.6344324016567203,1.3385048946695408,-0.4432293051645555,-1.778836134484785,E09000005,-0.034040395878510446,0.5317009264340198
4,-1.0547759830168786,-1.2411836789553894,-1.9878881918577238,-0.8276527231368611,1.3014181648225949,0.8216048434639862,E09000006,1.055252272233153,0.48266130717628425
5,1.8993452798855097,0.8471070727338409,0.719023388544283,-0.7410064184246058,0.6229441487164789,0.6781322377840545,E09000007,-1.4864306200274293,0.42953505298039363
6,0.51210590304959,-0.8376492341845237,0.042295493443781355,-0.7410064184246058,-0.540154164608285,-0.23650562342551476,E09000008,-0.034040395878510446,-0.17120028292689815
7,-0.2962853884878874,0.04003818319210947,0.26787145847728194,-0.9431811294198709,0.5906358622352371,-1.061473106085124,E09000009,0.32905716015869346,-0.33875231539084527
8,0.33246339381903967,-1.2916254845517476,-1.311160296757222,-1.2608842466981414,0.39678614334777346,-2.0478472701346577,E09000010,0.32905716015869346,0.30693600483604777
9,0.5819668788614711,1.290994961981793,0.49344742351078247,-0.6543601137123506,-1.6063276184893194,0.22978034503426642,E09000011,-0.3971379519157144,-0.326492410576408
10,0.3624038120241312,1.876119906899548,0.49344742351078247,-1.5785873639764163,-0.6047707375707729,-0.09303301774558052,E09000012,-1.1233330639901737,-0.26110625156610084
11,-1.4240411408796776,0.45366098908224695,1.1701753186112842,-0.45218540271708557,1.172185018897619,0.8036707677539957,E09000013,-0.3971379519157144,-1.8998468617621913
12,-2.302293408229037,-0.8073841508267083,-1.5367362617907225,0.06769242555645416,-0.2170712997958501,-0.6131212133353358,E09000014,-1.1233330639901737,-0.4163983792155968
13,-0.1266230186590337,-0.7670307063496219,-0.6344324016567203,1.569561707235556,0.8491021540851842,-0.792461970435251,E09000015,1.4183498282704086,-0.41231174427745565
14,0.7516292486903249,-1.4126858179830073,-1.0855843317237215,0.29874923812246956,1.5598844566725418,0.19391219361428286,E09000016,0.692154716195949,1.9334167102177005
15,-0.4360073401116496,-0.706500539633992,-1.0855843317237215,0.038810323985699675,-0.0878381538708789,-0.2723737748454958,E09000017,0.32905716015869346,-0.293799331071244
16,0.2326619998020671,0.39313082236661695,-0.6344324016567203,-0.9720632309906212,-1.2186281807143966,-0.9897368032451568,E09000018,-0.034040395878510446,-0.43683155390630946
17,-0.44598747951334633,0.6251631281098644,0.719023388544283,0.35651344126397444,-0.12014644035212056,1.4851656447336732,E09000019,-0.7602355079529699,0.1679904169391235
18,-1.7334254623322927,-0.0406687057620641,0.9445993535777836,-0.9720632309906212,1.2691098783413486,1.1623522819538261,E09000020,-0.3971379519157144,0.9158446106196219
19,0.6218874364682608,-0.9385328453772401,0.49344742351078247,0.44315974597622965,1.818350748522489,0.7498685406240191,E09000021,0.692154716195949,0.7482925781556886
20,0.542046321254683,0.8067536282567545,0.719023388544283,-0.7121243168538514,0.39678614334777346,0.5167255563941298,E09000022,-1.1233330639901737,-0.5880370466176712
21,1.1308745459548204,0.16109851662336874,0.9445993535777836,-0.3366569964340758,0.558327575753991,0.12217589077431573,E09000023,-0.3971379519157144,0.29058946508345534
22,0.322483254417343,-0.6056169284412755,0.719023388544283,0.5875702538299857,0.4937110027915076,0.3553188750042076,E09000024,1.055252272233153,0.184336956691702
23,-0.01684148524036441,1.2102880730276202,0.9445993535777836,-1.6074694655471666,-0.6370790240520146,-1.5994953773848697,E09000025,-0.3971379519157144,-0.33875231539082445
24,0.7216888304852334,-1.4025974568637354,-0.860008366690221,0.15433873026870942,-1.0570867483081836,-0.36204415339545337,E09000026,0.692154716195949,2.064189028238329
25,1.4302787280057383,-1.3723323735059205,1.1701753186112842,2.580435262211877,-0.18476301331460845,1.80797900751352,E09000027,1.4183498282704086,-0.8414084127826591
26,1.8993452798855097,1.8256781013031897,1.3957512836447847,0.12545662869795493,-0.5078458781270434,0.3553188750042076,E09000028,-0.7602355079529699,-1.0866065090713508
27,0.2127017209986723,-0.0003152612849769521,0.042295493443781355,1.425151199381796,1.3983430242663244,0.2835825721642405,E09000029,1.055252272233153,0.5848271806298965
28,-0.5956895705388052,2.4309797684594883,0.9445993535777836,-0.6832422152831009,-1.1217033212706669,0.5346596321041228,E09000030,-0.3971379519157144,-1.3072847957311748
29,0.8314703639039027,-0.7872074285881655,-0.6344324016567203,1.020801777391266,-1.444786186083102,-0.9180005004051922,E09000031,0.32905716015869346,0.8749782612381964
30,-0.09668260045394221,0.07030326654992483,0.9445993535777836,1.6850901135185619,0.6875607216789668,1.8259130832235106,E09000032,0.692154716195949,-1.6832552100405014
31,-1.9430083897679353,0.5545446002749634,0.9445993535777836,0.5875702538299857,-1.9940270562642421,1.2161545090838002,E09000033,-3.301918400213552,-2.0592256243498213
