,coefficients,p-values
const,-0.001326001331413862,0.9940183852674849
Finance_Secure_2019,0.15805243134545371,0.45449698220077106
Environment_2019,0.7504338495211605,0.014862923654834206
Employment_2019,-0.13297277982289007,0.6202239746898905
Healthy_2019,-0.29904638643697334,0.21040059762690289
Safety_2019,0.06514933209393056,0.7639056211264372
Decent_Home_2019,0.478168416166845,0.08462993236015305
Connections_2019,-0.3717041165056665,0.19762257806380779
