,coefficients,p-values
const,0.00021824081374683876,0.998278524694846
Finance_Secure_2021,0.22054381940230194,0.08730028861228945
Environment_2021,-0.4249560297860546,0.002049227457081747
Employment_2021,-0.602040685892518,9.274668074782932e-05
Healthy_2021,0.19160144946645422,0.10310763962010056
Safety_2021,0.2906127965802044,0.032719631834692696
Decent_Home_2021,-0.25761859448309055,0.028155181573336692
Connections_2021,0.07569952128143533,0.5302234113650235
