,CSScode,Connections_2020,Decent_Home_2020,Employment_2020,Environment_2020,Finance_Secure_2020,Healthy_2020,PriceDiff_2020,Safety_2020
0,E09000002,-3.613706922066113,-0.0956520955279445,-2.304341075577864,-0.5121589471946804,-1.2300900058076167,-2.151245976190267,-0.5162446797150428,-0.4955237977347812
1,E09000003,0.639202100050223,0.4243407635583318,-0.49989692291199533,-0.10157640915134511,-0.7497465738673265,-0.13731357294831278,-0.8199073474358545,1.2663385942111076
2,E09000004,-0.5759147634115871,-1.0056395989289273,-0.6823688035186573,-0.9341465557392196,0.5143150891334335,0.38578575256907405,-0.21258201199421659,0.561593637432742
3,E09000005,0.234163145562953,0.3770686854595788,-1.4528056327467798,0.0809047188679151,-0.8255902736473714,1.1181248082934236,-0.058612208642791805,0.20922115904353422
4,E09000006,-0.5759147634115871,0.8616074859717895,0.9598781219412912,-1.1052226132572758,1.4244394864939793,0.6211804490519013,-1.6496335099406194,0.9139661158218998
5,E09000007,0.031643668319317975,-2.577436195712442,0.5746597073272285,0.4116517634028238,0.6912837219535406,-0.8958075949485306,-2.2868974182561654,-0.847896276123989
6,E09000008,0.234163145562953,0.21161641211394497,-0.49989692291199533,-0.5577792291994952,-0.2946843751870536,0.7258003141553808,0.23649658111404612,-0.1431513193456235
7,E09000009,0.234163145562953,-2.187441551397735,-0.5607208831142151,-0.0787662681489381,0.6154400221734921,0.15039105608625053,-0.529075496660967,0.20922115904353422
8,E09000010,-0.9809537178988572,0.3297966073608258,-1.4933549395482606,-1.2991088117777392,-0.016590809326887848,-2.805120133087009,-0.8712306152196457,0.20922115904353422
9,E09000011,-0.7784342406552222,0.3297966073608258,-0.5607208831142151,1.7460450120436624,-0.9014339734274198,0.4380956851208138,-1.067969808390888,-0.4955237977347812
10,E09000012,-0.3733952861679521,0.4597948221323957,-0.033579894694974036,1.3924878265063467,0.4131901560933713,-0.6342579321898353,1.5837323604388633,-0.847896276123989
11,E09000013,0.43668262280658804,-0.47382872031796347,1.6289416841657134,0.29760105839078627,1.3485957867139344,0.673490381603641,-0.747199384742129,-0.4955237977347812
12,E09000014,-0.5759147634115871,0.6725191735767808,-0.9662139511290166,-1.2192733182693134,-1.6345897379678584,0.7781102467071169,0.11674228961851621,-0.4955237977347812
13,E09000015,0.031643668319317975,1.4997805403049467,-0.1957771219008941,-0.591994440703107,1.4244394864939793,-0.11115860667244475,-0.8797844931836122,1.2663385942111076
14,E09000016,-2.1960705813606674,0.306160568311451,0.25026525291538826,-1.2192733182693134,1.1463459206338136,1.458139369879727,-0.3451671204356998,0.561593637432742
15,E09000017,-0.7784342406552222,-1.371998204194257,-0.23632642870237486,-0.5349690881970882,0.16037782349321927,-0.3203983368794002,-0.5675679474988049,0.20922115904353422
16,E09000018,0.234163145562953,-0.698371091287036,-0.6012701899156958,-0.010335845141715415,-2.620557835108453,0.9350400443623363,0.014095754050919139,0.20922115904353422
17,E09000019,1.0442410545374932,-1.537450477539891,1.2437232695516507,1.3012472624967162,0.9440960545536926,0.09808112353451444,1.0063455978710898,-0.847896276123989
18,E09000020,1.0442410545374932,-0.21383229077482532,0.9396034685405493,-0.44372852418745773,0.5901587889134784,-0.3465533031552683,1.9087797230695875,-0.4955237977347812
19,E09000021,0.8417215772938581,0.9679696616939829,0.8382302015368489,-0.7972857097247742,1.4750019530140104,0.41194071884494576,-1.0551389914449347,0.561593637432742
20,E09000022,0.8417215772938581,-0.1547421931513849,0.8990541617390715,0.5142973979136581,0.3373464563133264,-0.16346853922418084,0.9336376351773715,-0.847896276123989
21,E09000023,0.639202100050223,0.21161641211394497,-0.0944038548971937,-0.044551056645326347,0.03397165719314327,-0.05884867412070495,0.6812982352403438,-0.4955237977347812
22,E09000024,1.0442410545374932,1.1925120326630572,-0.29715038890459455,-0.6718299342115328,-1.6093085047078448,1.1181248082934236,0.813883343681827,0.9139661158218998
23,E09000025,0.234163145562953,-0.5801908960401552,-1.270333752140118,0.8792596539521778,-0.21884067540700872,-1.6543016169487483,-0.024396696786911073,-0.1431513193456235
24,E09000026,-1.3859926723861273,1.0861498569408636,-0.4390729627097757,-0.614804581705514,-0.6739028740872816,-0.11115860667244475,0.37763556751951033,0.9139661158218998
25,E09000027,0.8417215772938581,1.8661391455702765,1.8925121783753338,-1.0253871197488493,0.7165649552135543,1.458139369879727,1.3185621435558825,1.6187110726002654
26,E09000028,0.639202100050223,-1.3956342432436335,0.14889198591168787,1.118766134477456,-0.19355944214699136,-0.2680884043276604,-0.0799969035527188,-0.4955237977347812
27,E09000029,0.8417215772938581,0.6370651150027169,-0.1957771219008941,-0.3410828896766241,0.8935335880336615,-0.24193343805179238,-0.37938263229156527,0.9139661158218998
28,E09000030,0.031643668319317975,-0.21383229077482532,0.3516385199190887,3.2629193887037626,-1.1542463060275718,0.7519552804312489,1.8873950281596896,-0.4955237977347812
29,E09000031,0.43668262280658804,0.3297966073608258,-0.6012701899156958,-0.22703218466458655,-0.9267152066874336,-1.758921482052224,1.4896397028352182,0.561593637432742
30,E09000032,0.43668262280658804,0.4125227440336427,1.8722375249745948,0.22917063538356355,-0.04187204258690161,1.039659909465812,0.7368984420061365,0.561593637432742
31,E09000033,0.8417215772938581,0.3297966073608258,1.3856458433568317,1.095955993475049,0.36262768957334013,-0.5034831008104876,-1.1748932829404792,-4.019248581626559
