,CSScode,Connections_2021,Decent_Home_2021,Employment_2021,Environment_2021,Finance_Secure_2021,Healthy_2021,PriceDiff_2021,Safety_2021
0,E09000002,-2.8103687166917783,0.2944965624401687,-1.8557921986410109,-0.5486818510598588,-0.7905259625713097,-0.42424001041429343,0.5517086102635352,-0.9009132891095633
1,E09000003,0.45987851727683643,0.9147525920381475,-0.026813727584928438,-0.5062716596735897,-0.8759161087393511,0.1660069605969008,0.18043879632818943,1.1957576382727229
2,E09000004,-0.3576832912153172,-1.436217842728384,-0.410673406695462,-0.9197710256897146,0.3408934741552224,1.0513774171136885,1.2942482381341989,0.671589906427114
3,E09000005,0.45987851727683643,-0.10566861794562393,-1.833212217516863,1.0841105173115069,-0.9186111818233688,-0.20289739628509473,0.565459344112989,-0.376745557264029
4,E09000006,1.2774403257689901,0.6446410952777373,0.49252583827050533,-1.1848347218538973,1.2801850820036658,1.1251582884900906,1.1567408996396236,1.1957576382727229
5,E09000007,-1.1752450997074708,-2.2065358149710352,1.0796053474983827,0.10867611542731478,0.36224101069723424,-2.0228255569029407,-1.3348920738819623,-0.376745557264029
6,E09000008,-1.5840260039535476,0.20445939685336478,-0.23003355770226916,-0.11397738935059888,-0.3635752317311087,1.4940626453720824,0.7002165358376755,-0.9009132891095633
7,E09000009,0.0510976130307596,-2.086486260855297,-0.9074329914267446,0.5009703857503048,0.6397589857433643,-0.7685507435041573,0.5269572893345025,0.1474221745815798
8,E09000010,-0.7664641954613941,0.21446352636301044,-1.629992387399519,-1.1636296261607624,0.08472303565110118,-2.391729913784936,1.3217497058331111,-0.376745557264029
9,E09000011,0.45987851727683643,-0.04564384088775561,0.01834623466337057,0.5221754814434405,-0.8545685721973393,0.8792220505687567,-0.5731014186220484,-0.9009132891095633
10,E09000012,0.45987851727683643,-0.2057099130420721,-1.0203328970474905,1.5082124311741993,0.5330213030333141,-1.8752638141501403,-0.779362426363902,-0.9009132891095633
11,E09000013,0.8686594215229133,-1.5362591378248323,1.3957250832364725,0.5115729335968731,0.49032622994929337,1.4202817739956841,0.03193087075404921,-0.376745557264029
12,E09000014,0.0510976130307596,0.5846163182198689,-1.4719325195304742,-0.6865149730652335,-2.0500306185499038,0.387349574726096,-0.49059701552529306,-0.9009132891095633
13,E09000015,0.0510976130307596,1.244888865856426,-0.591313255688658,-0.4214512769010507,1.1307523262095949,0.4857240698946295,1.145740312560068,1.719925370118257
14,E09000016,-0.7664641954613941,0.12442636077620654,-0.16229361432982226,-1.4286933223249452,0.831886814621453,1.0513774171136885,0.8267232872526672,1.1957576382727229
15,E09000017,1.2774403257689901,-0.8159618131304053,0.2893060081531614,-0.8879633821500122,0.5543688395753229,-1.3096104669310848,0.5379578764140674,0.1474221745815798
16,E09000018,-1.5840260039535476,-0.615879222937509,-0.9525929536750436,-0.12457993719716634,-2.5410239590161314,0.5349113174788963,-0.19358116437703593,-0.376745557264029
17,E09000019,0.45987851727683643,-1.956432577229915,1.2828251776157267,1.3385716656291229,1.0453621800415536,-0.8915188624648225,-0.1303277886695354,-0.376745557264029
18,E09000020,-0.3576832912153172,1.795115988886891,0.8763855173810389,-0.2094003199697045,0.5330213030333141,-0.2520846438693615,-1.7144123281269747,-0.376745557264029
19,E09000021,1.2774403257689901,0.5445998001812891,0.4247858948980552,-0.8773608343034455,1.1734473992936156,0.7562539316080915,0.1666880624787216,1.1957576382727229
20,E09000022,1.2774403257689901,-0.155689265493848,0.786065592884444,0.37373981159149755,-0.06470972014296675,0.11681971301263401,-1.2083853224669519,-0.9009132891095633
21,E09000023,0.45987851727683643,0.5245915411619991,-0.18487359545397014,-0.6547073295255319,-0.6197456702352299,-1.1374551003861528,-0.13307793543942428,-0.376745557264029
22,E09000024,-0.3576832912153172,1.00478975762495,0.10866615915996858,-0.12457993719716634,-2.2848535205120135,0.09222608922049888,0.40320068468939035,1.1957576382727229
23,E09000025,-0.7664641954613941,-1.0060402738136573,-1.1783927649165353,1.19013599577718,-0.5770505971512092,0.5103176936867612,0.33169686867220916,-0.376745557264029
24,E09000026,0.0510976130307596,0.3645254690076827,-1.0203328970474905,-1.1000143390813584,0.36224101069723424,-0.522614505582827,1.5225104200351922,0.671589906427114
25,E09000027,1.2774403257689901,1.5650210101650606,1.6215248944779643,-0.8243480950706089,1.4296178377977369,0.9530029219451586,0.08418365938198483,1.719925370118257
26,E09000028,0.45987851727683643,0.684657613316317,0.9215454796293379,1.3491742134756897,0.14876564527713376,-0.5718017531670937,-1.318391193262601,-0.9009132891095633
27,E09000029,0.0510976130307596,0.6146287067488031,0.5828457627671001,-0.5592843989064262,0.9599720338735152,0.6086921888552946,0.9724810660569138,1.1957576382727229
28,E09000030,-1.1752450997074708,-0.2057099130420721,0.6280057250153991,3.2364277301646722,-0.7264833529452802,-0.6701762483356237,-2.3826979932105776,-0.376745557264029
29,E09000031,1.2774403257689901,0.2244676558726547,0.31188598927730926,-0.5274767553667238,-0.25683754902105843,0.4365368223103627,1.0852370836224563,0.1474221745815798
30,E09000032,0.8686594215229133,0.8547278149802778,1.4634650266089195,0.40554745513119994,0.19146071836115144,1.1743455360743538,-1.6154070444108766,0.671589906427114
31,E09000033,-1.1752450997074708,-0.025635581868465693,1.1925052531191287,0.7342264383747852,0.831886814621453,-0.20289739628509473,-1.5246522010044639,-2.997584216491849
